Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
GL	0	RYH	0	00	N	0	RYH Place Conditions / Weather Alerts	RYH Place Conditions / Weather Alerts	RYH Conditions / alertes météorologiques	RYH Conditions / alertes météorologiques	NONE	N	N					
GL	0	SJP	0	00	N	0	St James' Park	St James' Park	St James' Park	St James' Park	NONE	N	N					
GL	0	STA	0	00	N	0	Olympic Stadium	Olympic Stadium	Stade olympique	Stade olympique	NONE	N	N					
GL	0	VEL	0	00	N	0	Velodrome	Velodrome	Vélodrome	Vélodrome	NONE	N	N					
GL	0	WAP	0	00	N	0	Weymouth and Portland	Weymouth and Portland	Weymouth and Portland	Weymouth and Portland	NONE	N	N					
GL	0	WEA	0	00	N	0	Wembley Arena	Wembley Arena	Wembley Arena	Wembley Arena	NONE	N	N					
GL	0	WEM	0	00	N	0	Wembley Stadium	Wembley Stadium	Wembley Stadium	Wembley Stadium	NONE	N	N					
GL	0	WIM	0	00	N	0	Wimbledon	Wimbledon	Wimbledon	Wimbledon	NONE	N	N					
GR	0	000	0	00	N	0	Gymnastics Rhythmic	Gymnastics Rhythmic	Gymnastique rythmique	Gymnastique rythmique	NONE	N	N					
GR	0	000	Q	00	N	0	Gymnastics Rhythmic - Orientation Meeting	Gymnastics Rhythmic- Orientation Meeting	Gymnastique rythmique - Réunion d'orientation	GR - Réunion d'orientation	NONE	N	N					
GR	0	000	Q	01	Y	0	Gymnastics Rhythmic - Orientation Meeting	Gymnastics Rhythmic- Orientation Meeting	Gymnastique rythmique - Réunion d'orientation	GR - Réunion d'orientation	NONE	N	Y					
GR	0	000	T	01	N	0	Podium Training	Podium Training	Entraînement au podium	Entraînement au podium	NONE	N	N					
GR	0	000	Y	00	N	0	Gymnastics Rhythmic Daily Schedule	Gymnastics Rhythmic Day 1	Gymnastique rythmique, jour 1	Gymnastique rythmique, jour 1	NONE	N	N					
GR	0	000	Y	01	N	0	Gymnastics Rhythmic Day 1	Gymnastics Rhythmic Day 1	Gymnastique rythmique, jour 1	Gymnastique rythmique, jour 1	NONE	N	N					
GR	0	000	Y	02	N	0	Gymnastics Rhythmic Day 2	Gymnastics Rhythmic Day 2	Gymnastique rythmique, jour 2	Gymnastique rythmique, jour 2	NONE	N	N					
GR	0	000	Y	03	N	0	Gymnastics Rhythmic Day 3	Gymnastics Rhythmic Day 3	Gymnastique rythmique, jour 3	Gymnastique rythmique, jour 3	NONE	N	N					
GR	0	000	Y	04	N	0	Gymnastics Rhythmic Day 4	Gymnastics Rhythmic Day 4	Gymnastique rythmique, jour 4	Gymnastique rythmique, jour 4	NONE	N	N					
GR	0	000	Y	05	N	0	Gymnastics Rhythmic Day 5	Gymnastics Rhythmic Day 5	Gymnastique rythmique, jour 5	Gymnastique rythmique, jour 5	NONE	N	N					
GR	0	000	Y	06	N	0	Gymnastics Rhythmic Day 6	Gymnastics Rhythmic Day 6	Gymnastique rythmique, jour 6	Gymnastique rythmique, jour 6	NONE	N	N					
GR	0	000	Y	07	N	0	Gymnastics Rhythmic Day 7	Gymnastics Rhythmic Day 7	Gymnastique rythmique, jour 7	Gymnastique rythmique, jour 7	NONE	N	N					
GR	0	000	Y	08	N	0	Gymnastics Rhythmic Day 8	Gymnastics Rhythmic Day 8	Gymnastique rythmique, jour 8	Gymnastique rythmique, jour 8	NONE	N	N					
GR	0	000	Y	09	N	0	Gymnastics Rhythmic Day 9	Gymnastics Rhythmic Day 9	Gymnastique rythmique, jour 9	Gymnastique rythmique, jour 9	NONE	N	N					
GR	0	000	Y	10	N	0	Gymnastics Rhythmic Day 10	Gymnastics Rhythmic Day 10	Gymnastique rythmique, jour 10	Gymnastique rythmique, jour 10	NONE	N	N					
GR	0	000	Y	11	N	0	Gymnastics Rhythmic Day 11	Gymnastics Rhythmic Day 11	Gymnastique rythmique, jour 11	Gymnastique rythmique, jour 11	NONE	N	N					
GR	0	000	Y	12	N	0	Gymnastics Rhythmic Day 12	Gymnastics Rhythmic Day 12	Gymnastique rythmique, jour 12	Gymnastique rythmique, jour 12	NONE	N	N					
GR	0	000	Y	13	N	0	Gymnastics Rhythmic Day 13	Gymnastics Rhythmic Day 13	Gymnastique rythmique, jour 13	Gymnastique rythmique, jour 13	NONE	N	N					
GR	0	000	Y	14	N	0	Gymnastics Rhythmic Day 14	Gymnastics Rhythmic Day 14	Gymnastique rythmique, jour 14	Gymnastique rythmique, jour 14	NONE	N	N					
GR	0	000	Y	15	N	0	Gymnastics Rhythmic Day 15	Gymnastics Rhythmic Day 15	Gymnastique rythmique, jour 15	Gymnastique rythmique, jour 15	NONE	N	N					
GR	0	000	Y	16	N	0	Gymnastics Rhythmic Day 16	Gymnastics Rhythmic Day 16	Gymnastique rythmique, jour 16	Gymnastique rythmique, jour 16	NONE	N	N					
GR	0	000	Y	17	N	0	Gymnastics Rhythmic Day 17	Gymnastics Rhythmic Day 17	Gymnastique rythmique, jour 17	Gymnastique rythmique, jour 17	NONE	N	N					
GR	0	000	Y	18	N	0	Gymnastics Rhythmic Day 18	Gymnastics Rhythmic Day 18	Gymnastique rythmique, jour 18	Gymnastique rythmique, jour 18	NONE	N	N					
GR	0	000	Y	19	N	0	Gymnastics Rhythmic Day 19	Gymnastics Rhythmic Day 19	Gymnastique rythmique, jour 19	Gymnastique rythmique, jour 19	NONE	N	N					
GR	0	000	Y	20	N	0	Gymnastics Rhythmic Day 20	Gymnastics Rhythmic Day 20	Gymnastique rythmique, jour 20	Gymnastique rythmique, jour 20	NONE	N	N					
GR	0	000	Y	21	N	0	Gymnastics Rhythmic Day 21	Gymnastics Rhythmic Day 21	Gymnastique rythmique, jour 21	Gymnastique rythmique, jour 21	NONE	N	N					
GR	0	000	Y	22	N	0	Gymnastics Rhythmic Day 22	Gymnastics Rhythmic Day 22	Gymnastique rythmique, jour 22	Gymnastique rythmique, jour 22	NONE	N	N					
GR	0	000	Y	23	N	0	Gymnastics Rhythmic Day 23	Gymnastics Rhythmic Day 23	Gymnastique rythmique, jour 23	Gymnastique rythmique, jour 23	NONE	N	N					
GR	0	000	Y	24	N	0	Gymnastics Rhythmic Day 24	Gymnastics Rhythmic Day 24	Gymnastique rythmique, jour 24	Gymnastique rythmique, jour 24	NONE	N	N					
GR	0	000	Y	25	N	0	Gymnastics Rhythmic Day 25	Gymnastics Rhythmic Day 25	Gymnastique rythmique, jour 25	Gymnastique rythmique, jour 25	NONE	N	N					
GR	0	000	Y	26	N	0	Gymnastics Rhythmic Day 26	Gymnastics Rhythmic Day 26	Gymnastique rythmique, jour 26	Gymnastique rythmique, jour 26	NONE	N	N					
GR	0	000	Y	27	N	0	Gymnastics Rhythmic Day 27	Gymnastics Rhythmic Day 27	Gymnastique rythmique, jour 27	Gymnastique rythmique, jour 27	NONE	N	N					
GR	0	000	Y	28	N	0	Gymnastics Rhythmic Day 28	Gymnastics Rhythmic Day 28	Gymnastique rythmique, jour 28	Gymnastique rythmique, jour 28	NONE	N	N					
GR	0	000	Y	29	N	0	Gymnastics Rhythmic Day 29	Gymnastics Rhythmic Day 29	Gymnastique rythmique, jour 29	Gymnastique rythmique, jour 29	NONE	N	N					
GR	0	000	Y	30	N	0	Gymnastics Rhythmic Day 30	Gymnastics Rhythmic Day 30	Gymnastique rythmique, jour 30	Gymnastique rythmique, jour 30	NONE	N	N					
GR	0	000	Y	31	N	0	Gymnastics Rhythmic Day 31	Gymnastics Rhythmic Day 31	Gymnastique rythmique, jour 31	Gymnastique rythmique, jour 31	NONE	N	N					
GR	0	WEA	0	00	N	0	Wembley Arena	Wembley Arena	Wembley Arena	Wembley Arena	NONE	N	N					
GR	W	001	0	00	N	0	Individual All-Around	Individual All-Around	Concours multiple individuel	Concours multiple individuel	NONE	N	N					
GR	W	001	1	00	N	0	Individual All-Around Final	Individual All-Around Final	Concours multiple individuel, finale	Concours multiple individuel, finale	NONE	N	N					
GR	W	001	1	01	Y	0	Individual All-Around Final - Rotation 1	Individual All-Around Final - Rotation 1	Concours multiple individuel, finale - rotation 1	Concours multiple ind., finale - rot. 1	ATH	Y	Y					
GR	W	001	1	02	Y	0	Individual All-Around Final - Rotation 2	Individual All-Around Final - Rotation 2	Concours multiple individuel, finale - rotation 2	Concours multiple ind., finale - rot. 2	ATH	Y	Y					
GR	W	001	1	03	Y	0	Individual All-Around Final - Rotation 3	Individual All-Around Final - Rotation 3	Concours multiple individuel, finale - rotation 3	Concours multiple ind., finale - rot. 3	ATH	Y	Y					
GR	W	001	1	04	Y	1	Individual All-Around Final - Rotation 4	Individual All-Around Final - Rotation 4	Concours multiple individuel, finale - rotation 4	Concours multiple ind., finale - rot. 4	ATH	Y	Y					
GR	W	001	9	00	N	0	Individual All-Around Qualification	Individual All-Around Qualification	Concours multiple individuel, qualifications	Concours multiple ind., qualifications	NONE	N	N					
GR	W	001	9	01	Y	0	Individual All-Around Qualification - Rotation 1	Individual All-Around Qual. - Rotation 1	Concours multiple individuel, qualifications - rotation 1	Concours multiple ind., qualif. - rot. 1	ATH	Y	Y					
GR	W	001	9	02	Y	0	Individual All-Around Qualification - Rotation 2	Individual All-Around Qual. - Rotation 2	Concours multiple individuel, qualifications - rotation 2	Concours multiple ind., qualif. - rot. 2	ATH	Y	Y					
GR	W	001	9	03	Y	0	Individual All-Around Qualification - Rotation 3	Individual All-Around Qual. - Rotation 3	Concours multiple individuel, qualifications - rotation 3	Concours multiple ind., qualif. - rot. 3	ATH	Y	Y					
GR	W	001	9	04	Y	0	Individual All-Around Qualification - Rotation 4	Individual All-Around Qual. - Rotation 4	Concours multiple individuel, qualifications - rotation 4	Concours multiple ind., qualif. - rot. 4	ATH	Y	Y					
GR	W	001	M	00	Y	0	Individual All-Around Victory Ceremony	Individual All-Around Victory Ceremony	Concours multiple individuel, cérémonie de remise des médailles	Concours multiple ind., remise méd.	NONE	N	Y					
GR	W	400	0	00	N	0	Group All-Around	Group All-Around	Concours des ensembles	Concours des ensembles	NONE	N	N					
GR	W	400	1	00	N	0	Group All-Around Final	Group All-Around Final	Concours des ensembles, finale	Concours des ensembles, finale	NONE	N	N					
GR	W	400	1	01	Y	0	Group All-Around Final - Rotation 1	Group All-Around Final - Rotation 1	Concours des ensembles, finale - rotation 1	Concours des ensembles, finale - rot. 1	TEAM	Y	Y					
GR	W	400	1	02	Y	1	Group All-Around Final - Rotation 2	Group All-Around Final - Rotation 2	Concours des ensembles, finale - rotation 2	Concours des ensembles, finale - rot. 2	TEAM	Y	Y					
GR	W	400	9	00	N	0	Group All-Around Qualification	Group All-Around Qualification	Concours des ensembles, qualifications	Concours des ensembles, qualif.	NONE	N	N					
GR	W	400	9	01	Y	0	Group All-Around Qualification - Rotation 1	Group All-Around Qual. - Rotation 1	Concours des ensembles, qualifications - rotation 1	Concours des ensembles, qualif. - rot. 1	TEAM	Y	Y					
GR	W	400	9	02	Y	0	Group All-Around Qualification - Rotation 2	Group All-Around Qual. - Rotation 2	Concours des ensembles, qualifications - rotation 2	Concours des ensembles, qualif. - rot. 2	TEAM	Y	Y					
GR	W	400	M	00	Y	0	Group All-Around Victory Ceremony	Group All-Around Victory Ceremony	Concours des ensembles, cérémonie de remise des médailles	Concours des ensembles, remise méd.	NONE	N	Y					
GT	0	000	0	00	N	0	Gymnastics Trampoline	Gymnastics Trampoline	Gymnastique - trampoline	Gymnastique - trampoline	NONE	N	N					
GT	0	000	Q	01	Y	0	Orientation Meeting and Judge's Draw for the Qualification	Orientation Meeting and Judge's Draw	Réunion d'orientation et tirage au sort des juges pour les qualifications	Réunion d'orientation et tirage au sort	NONE	N	Y					
GT	0	000	Y	00	N	0	Gymnastics Trampoline Daily Schedule	Gymnastics Trampoline Daily Schedule	Gymnastique - trampoline, calendrier par jour	Gym - trampoline, calendrier par jour	NONE	N	N					
GT	0	000	Y	01	N	0	Gymnastics Trampoline Day 1	Gymnastics Trampoline Day 1	Gymnastique - trampoline, jour 1	Gymnastique - trampoline, jour 1	NONE	N	N					
GT	0	000	Y	02	N	0	Gymnastics Trampoline Day 2	Gymnastics Trampoline Day 2	Gymnastique - trampoline, jour 2	Gymnastique - trampoline, jour 2	NONE	N	N					
GT	0	000	Y	03	N	0	Gymnastics Trampoline Day 3	Gymnastics Trampoline Day 3	Gymnastique - trampoline, jour 3	Gymnastique - trampoline, jour 3	NONE	N	N					
GT	0	000	Y	04	N	0	Gymnastics Trampoline Day 4	Gymnastics Trampoline Day 4	Gymnastique - trampoline, jour 4	Gymnastique - trampoline, jour 4	NONE	N	N					
GT	0	000	Y	05	N	0	Gymnastics Trampoline Day 5	Gymnastics Trampoline Day 5	Gymnastique - trampoline, jour 5	Gymnastique - trampoline, jour 5	NONE	N	N					
GT	0	000	Y	06	N	0	Gymnastics Trampoline Day 6	Gymnastics Trampoline Day 6	Gymnastique - trampoline, jour 6	Gymnastique - trampoline, jour 6	NONE	N	N					
GT	0	000	Y	07	N	0	Gymnastics Trampoline Day 7	Gymnastics Trampoline Day 7	Gymnastique - trampoline, jour 7	Gymnastique - trampoline, jour 7	NONE	N	N					
GT	0	000	Y	08	N	0	Gymnastics Trampoline Day 8	Gymnastics Trampoline Day 8	Gymnastique - trampoline, jour 8	Gymnastique - trampoline, jour 8	NONE	N	N					
GT	0	000	Y	09	N	0	Gymnastics Trampoline Day 9	Gymnastics Trampoline Day 9	Gymnastique - trampoline, jour 9	Gymnastique - trampoline, jour 9	NONE	N	N					
GT	0	000	Y	10	N	0	Gymnastics Trampoline Day 10	Gymnastics Trampoline Day 10	Gymnastique - trampoline, jour 10	Gymnastique - trampoline, jour 10	NONE	N	N					
GT	0	000	Y	11	N	0	Gymnastics Trampoline Day 11	Gymnastics Trampoline Day 11	Gymnastique - trampoline, jour 11	Gymnastique - trampoline, jour 11	NONE	N	N					
GT	0	000	Y	12	N	0	Gymnastics Trampoline Day 12	Gymnastics Trampoline Day 12	Gymnastique - trampoline, jour 12	Gymnastique - trampoline, jour 12	NONE	N	N					
GT	0	000	Y	13	N	0	Gymnastics Trampoline Day 13	Gymnastics Trampoline Day 13	Gymnastique - trampoline, jour 13	Gymnastique - trampoline, jour 13	NONE	N	N					
GT	0	000	Y	14	N	0	Gymnastics Trampoline Day 14	Gymnastics Trampoline Day 14	Gymnastique - trampoline, jour 14	Gymnastique - trampoline, jour 14	NONE	N	N					
GT	0	000	Y	15	N	0	Gymnastics Trampoline Day 15	Gymnastics Trampoline Day 15	Gymnastique - trampoline, jour 15	Gymnastique - trampoline, jour 15	NONE	N	N					
GT	0	000	Y	16	N	0	Gymnastics Trampoline Day 16	Gymnastics Trampoline Day 16	Gymnastique - trampoline, jour 16	Gymnastique - trampoline, jour 16	NONE	N	N					
GT	0	000	Y	17	N	0	Gymnastics Trampoline Day 17	Gymnastics Trampoline Day 17	Gymnastique - trampoline, jour 17	Gymnastique - trampoline, jour 17	NONE	N	N					
GT	0	000	Y	18	N	0	Gymnastics Trampoline Day 18	Gymnastics Trampoline Day 18	Gymnastique - trampoline, jour 18	Gymnastique - trampoline, jour 18	NONE	N	N					
GT	0	000	Y	19	N	0	Gymnastics Trampoline Day 19	Gymnastics Trampoline Day 19	Gymnastique - trampoline, jour 19	Gymnastique - trampoline, jour 19	NONE	N	N					
GT	0	000	Y	20	N	0	Gymnastics Trampoline Day 20	Gymnastics Trampoline Day 20	Gymnastique - trampoline, jour 20	Gymnastique - trampoline, jour 20	NONE	N	N					
GT	0	000	Y	21	N	0	Gymnastics Trampoline Day 21	Gymnastics Trampoline Day 21	Gymnastique - trampoline, jour 21	Gymnastique - trampoline, jour 21	NONE	N	N					
GT	0	000	Y	22	N	0	Gymnastics Trampoline Day 22	Gymnastics Trampoline Day 22	Gymnastique - trampoline, jour 22	Gymnastique - trampoline, jour 22	NONE	N	N					
GT	0	000	Y	23	N	0	Gymnastics Trampoline Day 23	Gymnastics Trampoline Day 23	Gymnastique - trampoline, jour 23	Gymnastique - trampoline, jour 23	NONE	N	N					
GT	0	000	Y	24	N	0	Gymnastics Trampoline Day 24	Gymnastics Trampoline Day 24	Gymnastique - trampoline, jour 24	Gymnastique - trampoline, jour 24	NONE	N	N					
GT	0	000	Y	25	N	0	Gymnastics Trampoline Day 25	Gymnastics Trampoline Day 25	Gymnastique - trampoline, jour 25	Gymnastique - trampoline, jour 25	NONE	N	N					
GT	0	000	Y	26	N	0	Gymnastics Trampoline Day 26	Gymnastics Trampoline Day 26	Gymnastique - trampoline, jour 26	Gymnastique - trampoline, jour 26	NONE	N	N					
GT	0	000	Y	27	N	0	Gymnastics Trampoline Day 27	Gymnastics Trampoline Day 27	Gymnastique - trampoline, jour 27	Gymnastique - trampoline, jour 27	NONE	N	N					
GT	0	000	Y	28	N	0	Gymnastics Trampoline Day 28	Gymnastics Trampoline Day 28	Gymnastique - trampoline, jour 28	Gymnastique - trampoline, jour 28	NONE	N	N					
GT	0	000	Y	29	N	0	Gymnastics Trampoline Day 29	Gymnastics Trampoline Day 29	Gymnastique - trampoline, jour 29	Gymnastique - trampoline, jour 29	NONE	N	N					
GT	0	000	Y	30	N	0	Gymnastics Trampoline Day 30	Gymnastics Trampoline Day 30	Gymnastique - trampoline, jour 30	Gymnastique - trampoline, jour 30	NONE	N	N					
GT	0	000	Y	31	N	0	Gymnastics Trampoline Day 31	Gymnastics Trampoline Day 31	Gymnastique - trampoline, jour 31	Gymnastique - trampoline, jour 31	NONE	N	N					
GT	0	NGA	0	00	N	0	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	NONE	N	N					
GT	M	000	0	00	N	0	Men	Men	Hommes	Hommes	NONE	N	N					
GT	M	001	0	00	N	0	Men	Men	Hommes	Hommes	NONE	N	N					
GT	M	001	1	00	N	0	Men's Final	Men's Final	Hommes, finale	Hommes, finale	NONE	N	N					
GT	M	001	1	01	Y	1	Men's Final	Men's Final	Hommes, finale	Hommes, finale	ATH	Y	Y					
GT	M	001	9	00	Y	0	Men's Qualification	Men's Qualification	Hommes, qualifications	Hommes, qualifications	NONE	Y	N					
GT	M	001	9	01	Y	0	Men's Qualification 1st Routine	Men's Qualification 1st Routine	Hommes, qualification - 1er exercice	Hommes, qualification - 1er exercice	ATH	N	Y					
GT	M	001	9	02	Y	0	Men's Qualification 2nd Routine	Men's Qualification 2nd Routine	Hommes, qualification - 2e exercice	Hommes, qualification - 2e exercice	ATH	N	Y					
GT	M	001	M	00	Y	0	Men's Victory Ceremony	Men's Victory Ceremony	Hommes, cérémonie de remise des médailles	Hommes, remise des médailles	NONE	N	Y					
GT	W	000	0	00	N	0	Women	Women	Femmes	Femmes	NONE	N	N					
GT	W	001	0	00	N	0	Women	Women	Femmes	Femmes	NONE	N	N					
GT	W	001	1	00	N	0	Women's Final	Women's Final	Femmes, finale	Femmes, finale	NONE	N	N					
GT	W	001	1	01	Y	1	Women's Final	Women's Final	Femmes, finale	Femmes, finale	ATH	Y	Y					
GT	W	001	9	00	Y	0	Women's Qualification	Women's Qualification	Femmes, qualifications	Femmes, qualifications	NONE	Y	N					
GT	W	001	9	01	Y	0	Women's Qualification 1st Routine	Women's Qualification 1st Routine	Femmes, qualification - 1er exercice	Femmes, qualification - 1er exercice	ATH	N	Y					
GT	W	001	9	02	Y	0	Women's Qualification 2nd Routine	Women's Qualification 2nd Routine	Femmes, qualification - 2e exercice	Femmes, qualification - 2e exercice	ATH	N	Y					
GT	W	001	M	00	Y	0	Women's Victory Ceremony	Women's Victory Ceremony	Femmes, cérémonie de remise des médailles	Femmes, remise des médailles	NONE	N	Y					
GY	0	000	0	00	N	0	Gymnastic Sport	Gymnastic Sport	Gymnastique	Gymnastique	NONE	N	N					
HB	0	000	0	00	N	0	Handball	Handball	Handball	Handball	NONE	N	N					
HB	0	000	Q	00	N	0	Technical Meeting	Technical Meeting	Réunion technique	Réunion technique	NONE	N	N					
HB	0	000	Q	01	N	0	Technical Meeting	Technical Meeting	Réunion technique	Réunion technique	NONE	N	N					
HB	0	BBA	0	00	N	0	Basketball Arena	Basketball Arena	Pavillon de basketball	Pavillon de basketball	NONE	N	N					
HB	0	HBA	0	00	N	0	Copper Box	Copper Box	Copper Box	Copper Box	NONE	N	N					
HB	M	000	0	00	N	0	Men	Men	Hommes	Hommes	NONE	N	N					
HB	M	000	Y	00	N	0	Handball Men's Daily Schedule	Handball Men's Daily Schedule	Handball - hommes, calendrier par jour	Handball - hommes, calendrier par jour	NONE	N	N					
HB	M	000	Y	01	N	0	Handball Men Day 1	Handball Men Day 1	Handball - hommes, jour 1	Handball - hommes, jour 1	NONE	N	N					
