Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
BD	X	002	A	03	Y	0	Mixed Doubles Group Play Stage - Group A	Mixed Doubles Group Play Stage - Grp A	Double mixte, poules préliminaires - groupe A	Double mixte, poules - groupe A	HCOUP	N	Y					
BD	X	002	A	04	Y	0	Mixed Doubles Group Play Stage - Group A	Mixed Doubles Group Play Stage - Grp A	Double mixte, poules préliminaires - groupe A	Double mixte, poules - groupe A	HCOUP	N	Y					
BD	X	002	A	05	Y	0	Mixed Doubles Group Play Stage - Group A	Mixed Doubles Group Play Stage - Grp A	Double mixte, poules préliminaires - groupe A	Double mixte, poules - groupe A	HCOUP	N	Y					
BD	X	002	A	06	Y	0	Mixed Doubles Group Play Stage - Group A	Mixed Doubles Group Play Stage - Grp A	Double mixte, poules préliminaires - groupe A	Double mixte, poules - groupe A	HCOUP	N	Y					
BD	X	002	B	00	N	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	NONE	N	N					
BD	X	002	B	01	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	B	02	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	B	03	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	B	04	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	B	05	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	B	06	Y	0	Mixed Doubles Group Play Stage - Group B	Mixed Doubles Group Play Stage - Grp B	Double mixte, poules préliminaires - groupe B	Double mixte, poules - groupe B	HCOUP	N	Y					
BD	X	002	C	00	N	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	NONE	N	N					
BD	X	002	C	01	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	C	02	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	C	03	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	C	04	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	C	05	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	C	06	Y	0	Mixed Doubles Group Play Stage - Group C	Mixed Doubles Group Play Stage - Grp C	Double mixte, poules préliminaires - groupe C	Double mixte, poules - groupe C	HCOUP	N	Y					
BD	X	002	D	00	N	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	NONE	N	N					
BD	X	002	D	01	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	D	02	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	D	03	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	D	04	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	D	05	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	D	06	Y	0	Mixed Doubles Group Play Stage - Group D	Mixed Doubles Group Play Stage - Grp D	Double mixte, poules préliminaires - groupe D	Double mixte, poules - groupe D	HCOUP	N	Y					
BD	X	002	M	00	Y	0	Mixed Doubles Victory Ceremony	Mixed Doubles Victory Ceremony	Double mixte, cérémonie de remise des médailles	Double mixte, remise des médailles	NONE	N	Y					
BK	0	000	0	00	N	0	Basketball	Basketball	Basketball	Basketball	NONE	N	N					
BK	0	000	Q	00	N	0	Team Managers Meetings	Team Managers Meetings	Réunions des chefs d'équipes	Réunions des chefs d'équipes	NONE	N	N					
BK	0	000	Q	01	Y	0	Team Managers Meeting	Team Managers Meeting	Réunion des chefs d'équipes	Réunion des chefs d'équipes	NONE	N	Y					
BK	0	BBA	0	00	N	0	Basketball Arena	Basketball Arena	Pavillon de basketball	Pavillon de basketball	NONE	N	N					
BK	0	NGA	0	00	N	0	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	NONE	N	N					
BK	M	000	0	00	N	0	Basketball - Men	Basketball - Men	Basketball - hommes	Basketball - hommes	NONE	N	N					
BK	M	000	Y	00	N	0	Basketball Men Daily Schedule	Basketball Men Daily Schedule	Basketball - hommes, calendrier par jour	Basketball - hommes, calendrier par jour	NONE	N	N					
BK	M	000	Y	01	N	0	Basketball Men Day 1	Basketball Men Day 1	Basketball - hommes, jour 1	Basketball - hommes, jour 1	NONE	N	N					
BK	M	000	Y	02	N	0	Basketball Men Day 2	Basketball Men Day 2	Basketball - hommes, jour 2	Basketball - hommes, jour 2	NONE	N	N					
BK	M	000	Y	03	N	0	Basketball Men Day 3	Basketball Men Day 3	Basketball - hommes, jour 3	Basketball - hommes, jour 3	NONE	N	N					
BK	M	000	Y	04	N	0	Basketball Men Day 4	Basketball Men Day 4	Basketball - hommes, jour 4	Basketball - hommes, jour 4	NONE	N	N					
BK	M	000	Y	05	N	0	Basketball Men Day 5	Basketball Men Day 5	Basketball - hommes, jour 5	Basketball - hommes, jour 5	NONE	N	N					
BK	M	000	Y	06	N	0	Basketball Men Day 6	Basketball Men Day 6	Basketball - hommes, jour 6	Basketball - hommes, jour 6	NONE	N	N					
BK	M	000	Y	07	N	0	Basketball Men Day 7	Basketball Men Day 7	Basketball - hommes, jour 7	Basketball - hommes, jour 7	NONE	N	N					
BK	M	000	Y	08	N	0	Basketball Men Day 8	Basketball Men Day 8	Basketball - hommes, jour 8	Basketball - hommes, jour 8	NONE	N	N					
BK	M	000	Y	09	N	0	Basketball Men Day 9	Basketball Men Day 9	Basketball - hommes, jour 9	Basketball - hommes, jour 9	NONE	N	N					
BK	M	000	Y	10	N	0	Basketball Men Day 10	Basketball Men Day 10	Basketball - hommes, jour 10	Basketball - hommes, jour 10	NONE	N	N					
BK	M	000	Y	11	N	0	Basketball Men Day 11	Basketball Men Day 11	Basketball - hommes, jour 11	Basketball - hommes, jour 11	NONE	N	N					
BK	M	000	Y	12	N	0	Basketball Men Day 12	Basketball Men Day 12	Basketball - hommes, jour 12	Basketball - hommes, jour 12	NONE	N	N					
BK	M	000	Y	13	N	0	Basketball Men Day 13	Basketball Men Day 13	Basketball - hommes, jour 13	Basketball - hommes, jour 13	NONE	N	N					
BK	M	000	Y	14	N	0	Basketball Men Day 14	Basketball Men Day 14	Basketball - hommes, jour 14	Basketball - hommes, jour 14	NONE	N	N					
BK	M	000	Y	15	N	0	Basketball Men Day 15	Basketball Men Day 15	Basketball - hommes, jour 15	Basketball - hommes, jour 15	NONE	N	N					
BK	M	000	Y	16	N	0	Basketball Men Day 16	Basketball Men Day 16	Basketball - hommes, jour 16	Basketball - hommes, jour 16	NONE	N	N					
BK	M	000	Y	17	N	0	Basketball Men Day 17	Basketball Men Day 17	Basketball - hommes, jour 17	Basketball - hommes, jour 17	NONE	N	N					
BK	M	000	Y	18	N	0	Basketball Men Day 18	Basketball Men Day 18	Basketball - hommes, jour 18	Basketball - hommes, jour 18	NONE	N	N					
BK	M	000	Y	19	N	0	Basketball Men Day 19	Basketball Men Day 19	Basketball - hommes, jour 19	Basketball - hommes, jour 19	NONE	N	N					
BK	M	000	Y	20	N	0	Basketball Men Day 20	Basketball Men Day 20	Basketball - hommes, jour 20	Basketball - hommes, jour 20	NONE	N	N					
BK	M	000	Y	21	N	0	Basketball Men Day 21	Basketball Men Day 21	Basketball - hommes, jour 21	Basketball - hommes, jour 21	NONE	N	N					
BK	M	000	Y	22	N	0	Basketball Men Day 22	Basketball Men Day 22	Basketball - hommes, jour 22	Basketball - hommes, jour 22	NONE	N	N					
BK	M	000	Y	23	N	0	Basketball Men Day 23	Basketball Men Day 23	Basketball - hommes, jour 23	Basketball - hommes, jour 23	NONE	N	N					
BK	M	000	Y	24	N	0	Basketball Men Day 24	Basketball Men Day 24	Basketball - hommes, jour 24	Basketball - hommes, jour 24	NONE	N	N					
BK	M	000	Y	25	N	0	Basketball Men Day 25	Basketball Men Day 25	Basketball - hommes, jour 25	Basketball - hommes, jour 25	NONE	N	N					
BK	M	000	Y	26	N	0	Basketball Men Day 26	Basketball Men Day 26	Basketball - hommes, jour 26	Basketball - hommes, jour 26	NONE	N	N					
BK	M	000	Y	27	N	0	Basketball Men Day 27	Basketball Men Day 27	Basketball - hommes, jour 27	Basketball - hommes, jour 27	NONE	N	N					
BK	M	000	Y	28	N	0	Basketball Men Day 28	Basketball Men Day 28	Basketball - hommes, jour 28	Basketball - hommes, jour 28	NONE	N	N					
BK	M	000	Y	29	N	0	Basketball Men Day 29	Basketball Men Day 29	Basketball - hommes, jour 29	Basketball - hommes, jour 29	NONE	N	N					
BK	M	000	Y	30	N	0	Basketball Men Day 30	Basketball Men Day 30	Basketball - hommes, jour 30	Basketball - hommes, jour 30	NONE	N	N					
BK	M	000	Y	31	N	0	Basketball Men Day 31	Basketball Men Day 31	Basketball - hommes, jour 31	Basketball - hommes, jour 31	NONE	N	N					
BK	M	400	0	00	N	0	Men	Men	Hommes	Hommes	NONE	N	N					
BK	M	400	0	01	N	0	Team # 1	Team # 1	Équipe 1	Équipe 1	NONE	N	N					
BK	M	400	0	02	N	0	Team # 2	Team # 2	Équipe 2	Équipe 2	NONE	N	N					
BK	M	400	0	03	N	0	Team # 3	Team # 3	Équipe 3	Équipe 3	NONE	N	N					
BK	M	400	0	04	N	0	Team # 4	Team # 4	Équipe 4	Équipe 4	NONE	N	N					
BK	M	400	0	05	N	0	Team # 5	Team # 5	Équipe 5	Équipe 5	NONE	N	N					
BK	M	400	0	06	N	0	Team # 6	Team # 6	Équipe 6	Équipe 6	NONE	N	N					
BK	M	400	0	07	N	0	Team # 7	Team # 7	Équipe 7	Équipe 7	NONE	N	N					
BK	M	400	0	08	N	0	Team # 8	Team # 8	Équipe 8	Équipe 8	NONE	N	N					
BK	M	400	0	09	N	0	Team # 9	Team # 9	Équipe 9	Équipe 9	NONE	N	N					
BK	M	400	0	10	N	0	Team # 10	Team # 10	Équipe 10	Équipe 10	NONE	N	N					
BK	M	400	0	11	N	0	Team # 11	Team # 11	Équipe 11	Équipe 11	NONE	N	N					
BK	M	400	0	12	N	0	Team # 12	Team # 12	Équipe 12	Équipe 12	NONE	N	N					
BK	M	400	1	00	N	0	Men's Finals	Men's Finals	Hommes, finales	Hommes, finales	NONE	N	N					
BK	M	400	1	01	Y	1	Men's Gold Medal Game	Men's Gold Medal Game	Hommes, match pour la médaille d'or	Hommes, médaille d'or	HTEAM	Y	Y					
BK	M	400	1	02	Y	2	Men's Bronze Medal Game	Men's Bronze Medal Game	Hommes, match pour la médaille de bronze	Hommes, médaille de bronze	HTEAM	Y	Y					
BK	M	400	2	00	N	0	Men's Semifinals	Men's Semifinals	Hommes, demi-finales	Hommes, demi-finales	NONE	N	N					
BK	M	400	2	01	Y	0	Men's Semifinal 	Men's Semifinal 	Hommes, demi-finale 	Hommes, demi-finale 	HTEAM	Y	Y					
BK	M	400	2	02	Y	0	Men's Semifinal 	Men's Semifinal 	Hommes, demi-finale 	Hommes, demi-finale 	HTEAM	Y	Y					
BK	M	400	3	00	N	0	Men's Quarterfinals	Men's Quarterfinals	Hommes, quarts de finale	Hommes, quarts de finale	NONE	N	N					
BK	M	400	3	01	Y	0	Men's Quarterfinal 	Men's Quarterfinal 	Hommes, quart de finale 	Hommes, quart de finale 	HTEAM	Y	Y					
BK	M	400	3	02	Y	0	Men's Quarterfinal 	Men's Quarterfinal 	Hommes, quart de finale 	Hommes, quart de finale 	HTEAM	Y	Y					
BK	M	400	3	03	Y	0	Men's Quarterfinal 	Men's Quarterfinal 	Hommes, quart de finale 	Hommes, quart de finale 	HTEAM	Y	Y					
BK	M	400	3	04	Y	0	Men's Quarterfinal 	Men's Quarterfinal 	Hommes, quart de finale 	Hommes, quart de finale 	HTEAM	Y	Y					
BK	M	400	9	00	N	0	Men's Preliminary Round	Men's Preliminary Round	Hommes, tour préliminaire	Hommes, tour préliminaire	NONE	N	N					
BK	M	400	A	01	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	02	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	03	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	04	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	05	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	06	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	07	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	08	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	09	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	10	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	11	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	12	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	13	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	14	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	A	15	Y	0	Men's Preliminary Round Group A 	Men's Preliminary Round Group A 	Hommes, tour préliminaire groupe A 	Hommes, tour préliminaire groupe A 	HTEAM	Y	Y					
BK	M	400	B	01	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	02	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	03	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	04	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	05	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	06	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	07	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	08	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	09	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	10	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	11	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	12	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	13	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	14	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	B	15	Y	0	Men's Preliminary Round Group B 	Men's Preliminary Round Group B 	Hommes, tour préliminaire groupe B 	Hommes, tour préliminaire groupe B 	HTEAM	Y	Y					
BK	M	400	M	00	Y	0	Men's Victory Ceremony	Men's Victory Ceremony	Hommes, cérémonie de remise des médailles	Hommes, remise des médailles	NONE	N	Y					
BK	W	000	0	00	N	0	Basketball - Women	Basketball - Women	Basketball - femmes	Basketball - femmes	NONE	N	N					
BK	W	000	Y	00	N	0	Basketball Women Daily Schedule	Basketball Women Daily Schedule	Basketball - femmes, calendrier par jour	Basketball - femmes, calendrier par jour	NONE	N	N					
BK	W	000	Y	01	N	0	Basketball Women Day 1	Basketball Women Day 1	Basketball - femmes, jour 1	Basketball - femmes, jour 1	NONE	N	N					
BK	W	000	Y	02	N	0	Basketball Women Day 2	Basketball Women Day 2	Basketball - femmes, jour 2	Basketball - femmes, jour 2	NONE	N	N					
BK	W	000	Y	03	N	0	Basketball Women Day 3	Basketball Women Day 3	Basketball - femmes, jour 3	Basketball - femmes, jour 3	NONE	N	N					
BK	W	000	Y	04	N	0	Basketball Women Day 4	Basketball Women Day 4	Basketball - femmes, jour 4	Basketball - femmes, jour 4	NONE	N	N					
BK	W	000	Y	05	N	0	Basketball Women Day 5	Basketball Women Day 5	Basketball - femmes, jour 5	Basketball - femmes, jour 5	NONE	N	N					
BK	W	000	Y	06	N	0	Basketball Women Day 6	Basketball Women Day 6	Basketball - femmes, jour 6	Basketball - femmes, jour 6	NONE	N	N					
BK	W	000	Y	07	N	0	Basketball Women Day 7	Basketball Women Day 7	Basketball - femmes, jour 7	Basketball - femmes, jour 7	NONE	N	N					
BK	W	000	Y	08	N	0	Basketball Women Day 8	Basketball Women Day 8	Basketball - femmes, jour 8	Basketball - femmes, jour 8	NONE	N	N					
BK	W	000	Y	09	N	0	Basketball Women Day 9	Basketball Women Day 9	Basketball - femmes, jour 9	Basketball - femmes, jour 9	NONE	N	N					
BK	W	000	Y	10	N	0	Basketball Women Day 10	Basketball Women Day 10	Basketball - femmes, jour 10	Basketball - femmes, jour 10	NONE	N	N					
BK	W	000	Y	11	N	0	Basketball Women Day 11	Basketball Women Day 11	Basketball - femmes, jour 11	Basketball - femmes, jour 11	NONE	N	N					
BK	W	000	Y	12	N	0	Basketball Women Day 12	Basketball Women Day 12	Basketball - femmes, jour 12	Basketball - femmes, jour 12	NONE	N	N					
BK	W	000	Y	13	N	0	Basketball Women Day 13	Basketball Women Day 13	Basketball - femmes, jour 13	Basketball - femmes, jour 13	NONE	N	N					
BK	W	000	Y	14	N	0	Basketball Women Day 14	Basketball Women Day 14	Basketball - femmes, jour 14	Basketball - femmes, jour 14	NONE	N	N					
BK	W	000	Y	15	N	0	Basketball Women Day 15	Basketball Women Day 15	Basketball - femmes, jour 15	Basketball - femmes, jour 15	NONE	N	N					
BK	W	000	Y	16	N	0	Basketball Women Day 16	Basketball Women Day 16	Basketball - femmes, jour 16	Basketball - femmes, jour 16	NONE	N	N					
BK	W	000	Y	17	N	0	Basketball Women Day 17	Basketball Women Day 17	Basketball - femmes, jour 17	Basketball - femmes, jour 17	NONE	N	N					
BK	W	000	Y	18	N	0	Basketball Women Day 18	Basketball Women Day 18	Basketball - femmes, jour 18	Basketball - femmes, jour 18	NONE	N	N					
BK	W	000	Y	19	N	0	Basketball Women Day 19	Basketball Women Day 19	Basketball - femmes, jour 19	Basketball - femmes, jour 19	NONE	N	N					
BK	W	000	Y	20	N	0	Basketball Women Day 20	Basketball Women Day 20	Basketball - femmes, jour 20	Basketball - femmes, jour 20	NONE	N	N					
BK	W	000	Y	21	N	0	Basketball Women Day 21	Basketball Women Day 21	Basketball - femmes, jour 21	Basketball - femmes, jour 21	NONE	N	N					
BK	W	000	Y	22	N	0	Basketball Women Day 22	Basketball Women Day 22	Basketball - femmes, jour 22	Basketball - femmes, jour 22	NONE	N	N					
BK	W	000	Y	23	N	0	Basketball Women Day 23	Basketball Women Day 23	Basketball - femmes, jour 23	Basketball - femmes, jour 23	NONE	N	N					
BK	W	000	Y	24	N	0	Basketball Women Day 24	Basketball Women Day 24	Basketball - femmes, jour 24	Basketball - femmes, jour 24	NONE	N	N					
BK	W	000	Y	25	N	0	Basketball Women Day 25	Basketball Women Day 25	Basketball - femmes, jour 25	Basketball - femmes, jour 25	NONE	N	N					
BK	W	000	Y	26	N	0	Basketball Women Day 26	Basketball Women Day 26	Basketball - femmes, jour 26	Basketball - femmes, jour 26	NONE	N	N					
BK	W	000	Y	27	N	0	Basketball Women Day 27	Basketball Women Day 27	Basketball - femmes, jour 27	Basketball - femmes, jour 27	NONE	N	N					
BK	W	000	Y	28	N	0	Basketball Women Day 28	Basketball Women Day 28	Basketball - femmes, jour 28	Basketball - femmes, jour 28	NONE	N	N					
BK	W	000	Y	29	N	0	Basketball Women Day 29	Basketball Women Day 29	Basketball - femmes, jour 29	Basketball - femmes, jour 29	NONE	N	N					
BK	W	000	Y	30	N	0	Basketball Women Day 30	Basketball Women Day 30	Basketball - femmes, jour 30	Basketball - femmes, jour 30	NONE	N	N					
BK	W	000	Y	31	N	0	Basketball Women Day 31	Basketball Women Day 31	Basketball - femmes, jour 31	Basketball - femmes, jour 31	NONE	N	N					
BK	W	400	0	00	N	0	Women	Women	Femmes	Femmes	NONE	N	N					
BK	W	400	0	01	N	0	Team # 1	Team # 1	Équipe 1	Équipe 1	NONE	N	N					
BK	W	400	0	02	N	0	Team # 2	Team # 2	Équipe 2	Équipe 2	NONE	N	N					
BK	W	400	0	03	N	0	Team # 3	Team # 3	Équipe 3	Équipe 3	NONE	N	N					
BK	W	400	0	04	N	0	Team # 4	Team # 4	Équipe 4	Équipe 4	NONE	N	N					
BK	W	400	0	05	N	0	Team # 5	Team # 5	Équipe 5	Équipe 5	NONE	N	N					
BK	W	400	0	06	N	0	Team # 6	Team # 6	Équipe 6	Équipe 6	NONE	N	N					
BK	W	400	0	07	N	0	Team # 7	Team # 7	Équipe 7	Équipe 7	NONE	N	N					
BK	W	400	0	08	N	0	Team # 8	Team # 8	Équipe 8	Équipe 8	NONE	N	N					
BK	W	400	0	09	N	0	Team # 9	Team # 9	Équipe 9	Équipe 9	NONE	N	N					
BK	W	400	0	10	N	0	Team # 10	Team # 10	Équipe 10	Équipe 10	NONE	N	N					
BK	W	400	0	11	N	0	Team # 11	Team # 11	Équipe 11	Équipe 11	NONE	N	N					
BK	W	400	0	12	N	0	Team # 12	Team # 12	Équipe 12	Équipe 12	NONE	N	N					
BK	W	400	1	00	N	0	Women's Finals	Women's Finals	Femmes, finales	Femmes, finales	NONE	N	N					
BK	W	400	1	01	Y	1	Women's Gold Medal Game	Women's Gold Medal Game	Femmes, match pour la médaille d'or	Femmes, médaille d'or	HTEAM	Y	Y					
BK	W	400	1	02	Y	2	Women's Bronze Medal Game	Women's Bronze Medal Game	Femmes, match pour la médaille de bronze	Femmes, médaille de bronze	HTEAM	Y	Y					
BK	W	400	2	00	N	0	Women's Semifinals	Women's Semifinals	Femmes, demi-finales	Femmes, demi-finales	NONE	N	N					
BK	W	400	2	01	Y	0	Women's Semifinal 	Women's Semifinal 	Femmes, demi-finale 	Femmes, demi-finale 	HTEAM	Y	Y					
BK	W	400	2	02	Y	0	Women's Semifinal 	Women's Semifinal 	Femmes, demi-finale 	Femmes, demi-finale 	HTEAM	Y	Y					
BK	W	400	3	00	N	0	Women's Quarterfinals	Women's Quarterfinals	Femmes, quarts de finale	Femmes, quarts de finale	NONE	N	N					
BK	W	400	3	01	Y	0	Women's Quarterfinal 	Women's Quarterfinal 	Femmes, quart de finale 	Femmes, quart de finale 	HTEAM	Y	Y					
BK	W	400	3	02	Y	0	Women's Quarterfinal 	Women's Quarterfinal 	Femmes, quart de finale 	Femmes, quart de finale 	HTEAM	Y	Y					
BK	W	400	3	03	Y	0	Women's Quarterfinal 	Women's Quarterfinal 	Femmes, quart de finale 	Femmes, quart de finale 	HTEAM	Y	Y					
BK	W	400	3	04	Y	0	Women's Quarterfinal 	Women's Quarterfinal 	Femmes, quart de finale 	Femmes, quart de finale 	HTEAM	Y	Y					
BK	W	400	9	00	N	0	Women's Preliminary Round	Women's Preliminary Round	Femmes, tour préliminaire	Femmes, tour préliminaire	NONE	N	N					
